Movie Title,Oscar Ceremony Year,Cast Involved,Actor in a Leading Role,Actor in a Supporting Role,Actress in a Leading Role,Actress in a Supporting Role,Animated Feature Film,Animated Short Film,Art Direction,Best Picture,Cinematography,Costume Design,Directing,Documentary (Feature),Documentary (Short Subject),Documentary Feature Film,Documentary Short Film,Film Editing,Foreign Language Film,International Feature Film,Irving G. Thalberg Memorial Award,Jean Hersholt Humanitarian Award,Live Action Short Film,Makeup,Makeup and Hairstyling,Music (Original Score),Music (Original Song),Production Design,Short Film (Animated),Short Film (Live Action),Sound,Sound Editing,Sound Mixing,Visual Effects,Writing (Adapted Screenplay),Writing (Original Screenplay),Won_Oscars,Oscars_Won,Total_Oscars_Awarded,Percentage of Wins
Precious: Based on the Novel 'Push' by Sapphire,2010,"Gabourey Sidibe, Mo'Nique, Lee Daniels, Joe Klotz, Lee Daniels, Sarah Siegel-Magness and Gary Magness, Producers, Screenplay by Geoffrey Fletcher",,,Nominated,Winner,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,Winner,,True,2,23,8.7
Presto,2009,Doug Sweetland,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Prison Terminal: The Last Days of Private Jack Hall,2014,Edgar Barens,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Prisoners,2014,Roger A. Deakins,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Prologue,2016,Richard Williams and Imogen Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Prometheus,2013,"Richard Stammers, Trevor Wood, Charley Henley and Martin Hill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,22,0.0
Promising Young Woman,2021,"Carey Mulligan, Emerald Fennell, Frédéric Thoraval, Ben Browning, Ashley Fox, Emerald Fennell and Josey McNamara, Producers, Written by Emerald Fennell",,,Nominated,,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,,Winner,True,1,21,4.76
Puss in Boots,2012,Chris Miller,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Puss in Boots: The Last Wish,2023,Joel Crawford and Mark Swift,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
"Quo Vadis, Aida?",2021,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,False,0,21,0.0
Rabbit Hole,2011,Nicole Kidman,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Rabbit à la Berlin (Królik po berlinsku),2010,Bartek Konopka and Anna Wydra,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Rachel Getting Married,2009,Anne Hathaway,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Raju,2012,Max Zähle and Stefan Gieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
Ralph Breaks the Internet,2019,"Rich Moore, Phil Johnston and Clark Spencer",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Rango,2012,Gore Verbinski,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
Raya and the Last Dragon,2022,"Don Hall, Carlos López Estrada, Osnat Shurer and Peter Del Vecho",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
RBG,2019,Betsy West and Julie Cohen,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Ready Player One,2019,"Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,23,0.0
Real Steel,2012,"Erik Nash, John Rosengrant, Dan Taylor and Swen Gillberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,22,0.0
"Red, White and Blue",2024,Nazrin Choudhury and Sara McFarlane,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,False,0,22,0.0
Redemption,2013,Jon Alpert and Matthew O'Neill,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Restrepo,2011,Tim Hetherington and Sebastian Junger,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Revanche,2009,Austria,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
Revolting Rhymes,2018,Jakob Schuh and Jan Lachauer,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,22,0.0
Revolutionary Road,2009,"Michael Shannon, Art Direction: Kristi Zea; Set Decoration: Debra Schutt, Albert Wolsky",,Nominated,,,,,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Richard Jewell,2020,Kathy Bates,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,24,0.0
Rise of the Planet of the Apes,2012,"Joe Letteri, Dan Lemmon, R. Christopher White and Daniel Barrett",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,22,0.0
Robin Robin,2022,Dan Ojari and Mikey Please,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,22,0.0
Robot Dreams,2024,"Pablo Berger, Ibon Cormenzana, Ignasi Estapé and Sandra Tapia Díaz",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Rogue One: A Star Wars Story,2017,"David Parker, Christopher Scarabosio and Stuart Wilson, John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,Nominated,,,False,0,23,0.0
Roma,2019,"Yalitza Aparicio, Marina de Tavira, Alfonso Cuarón, Alfonso Cuarón, Gabriela Rodríguez and Alfonso Cuarón, Producers, Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez, Sergio Díaz and Skip Lievsay, Skip Lievsay, Craig Henighan and José Antonio García, Written by Alfonso Cuarón",,,Nominated,Nominated,,,,Nominated,Winner,,Winner,,,,,,,,,,,,,,,Nominated,,,,Nominated,Nominated,,,Nominated,True,2,23,8.7
"Roman J. Israel, Esq.",2018,Denzel Washington,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Room,2016,"Brie Larson, Lenny Abrahamson, Ed Guiney, Producer, Screenplay by Emma Donoghue",,,Winner,,,,,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,Nominated,,True,1,23,4.35
Room on the Broom,2014,Max Lang and Jan Lachauer,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Russia,2018,Loveless,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,22,0.0
Rustin,2024,Colman Domingo,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Salt,2011,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,False,0,22,0.0
Sanjay’s Super Team,2016,Sanjay Patel and Nicole Grindle,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Saria,2020,Bryan Buckley and Matt Lefebvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,24,0.0
Saving Face,2012,Daniel Junge and Sharmeen Obaid-Chinoy,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
Saving Mr. Banks,2014,Thomas Newman,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,False,0,23,0.0
Searching for Sugar Man,2013,Malik Bendjelloul and Simon Chinn,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
Selma,2015,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Shang-Chi and the Legend of the Ten Rings,2022,"Christopher Townsend, Joe Farrell, Sean Noel Walker and Dan Oliver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,22,0.0
Shaun the Sheep Movie,2016,Mark Burton and Richard Starzak,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Sherlock Holmes,2010,"Production Design: Sarah Greenwood; Set Decoration: Katie Spencer, Hans Zimmer",,,,,,,Nominated,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,False,0,23,0.0
Shok,2016,Jamie Donoughue,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Sicario,2016,"Roger Deakins, Jóhann Jóhannsson, Alan Robert Murray",,,,,,,,,Nominated,,,,,,,,,,,,,,,Nominated,,,,,,Nominated,,,,,False,0,23,0.0
Silence,2017,Rodrigo Prieto,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Silent Nights,2017,Aske Bang and Kim Magnusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Silver Linings Playbook,2013,"Bradley Cooper, Robert De Niro, Jennifer Lawrence, Jacki Weaver, David O. Russell, Jay Cassidy and Crispin Struthers, Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers, Screenplay by David O. Russell",Nominated,Nominated,Winner,Nominated,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,Nominated,,True,1,22,4.55
Sing,2017,Kristof Deák and Anna Udvardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,23,4.35
Sister,2020,Siqi Song,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,24,0.0
Skin,2019,Guy Nattiv and Jaime Ray Newman,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,23,4.35
Skyfall,2013,"Roger Deakins, Thomas Newman, Per Hallberg and Karen Baker Landers, Scott Millan, Greg P. Russell and Stuart Wilson",,,,,,,,,Nominated,,,,,,,,,,,,,,,Nominated,,,,,,Winner,Nominated,,,,True,1,22,4.55
Slumdog Millionaire,2009,"Anthony Dod Mantle, Danny Boyle, Chris Dickens, A.R. Rahman, Christian Colson, Producer, Glenn Freemantle and Tom Sayers, Ian Tapp, Richard Pryke and Resul Pookutty, Screenplay by Simon Beaufoy",,,,,,,,Winner,Winner,,Winner,,,,,Winner,,,,,,,,Winner,,,,,,Nominated,Winner,,Winner,,True,7,23,30.43
Smile Pinki,2009,Megan Mylan,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
Snow White and the Huntsman,2013,"Colleen Atwood, Cedric Nicolas-Troyan, Philip Brennan, Neil Corbould and Michael Dawson",,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,22,0.0
Society of the Snow,2024,"Spain, Ana López-Puigcerver, David Martí and Montse Ribé",,,,,,,,,,,,,,,,,,Nominated,,,,,Nominated,,,,,,,,,,,,False,0,22,0.0
Solo: A Star Wars Story,2019,"Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,23,0.0
Son of Saul,2016,Hungary,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,True,1,23,4.35
Song of the Sea,2015,Tomm Moore and Paul Young,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Soul,2021,"Pete Docter and Dana Murray, Trent Reznor, Atticus Ross and Jon Batiste, Ren Klyce, Coya Elliott and David Parker",,,,,Winner,,,,,,,,,,,,,,,,,,,Winner,,,,,Nominated,,,,,,True,2,21,9.52
Sound of Metal,2021,"Riz Ahmed, Paul Raci, Mikkel E. G. Nielsen, Bert Hamelinck and Sacha Ben Harroche, Producers, Nicolas Becker, Jaime Baksht, Michellee Couttolenc, Carlos Cortés and Phillip Bladh, Screenplay by Darius Marder & Abraham Marder; Story by Darius Marder & Derek Cianfrance",Nominated,Nominated,,,,,,Nominated,,,,,,,,Winner,,,,,,,,,,,,,Winner,,,,,Nominated,True,2,21,9.52
Spencer,2022,Kristen Stewart,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Spider-Man: Across the Spider-Verse,2024,"Kemp Powers, Justin K. Thompson, Phil Lord, Christopher Miller and Amy Pascal",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Spider-Man: Into the Spider-Verse,2019,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
Spider-Man: No Way Home,2022,"Kelly Port, Chris Waegner, Scott Edelstein and Dan Sudick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,22,0.0
Spielzeugland (Toyland),2009,Jochen Alexander Freydank,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,23,4.35
Spotlight,2016,"Mark Ruffalo, Rachel McAdams, Tom McCarthy, Tom McArdle, Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers, Written by Josh Singer & Tom McCarthy",,Nominated,,Nominated,,,,Winner,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,,Winner,True,2,23,8.7
St. Louis Superman,2020,Smriti Mundhra and Sami Khan,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,24,0.0
Star Trek,2010,"Barney Burman, Mindy Hall and Joel Harlow, Mark Stoeckinger and Alan Rankin, Anna Behlmer, Andy Nelson and Peter J. Devlin, Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton",,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,Nominated,Nominated,Nominated,,,True,1,23,4.35
Star Trek Beyond,2017,Joel Harlow and Richard Alonzo,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,False,0,23,0.0
Star Trek Into Darkness,2014,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,23,0.0
Star Wars: The Force Awakens,2016,"Maryann Brandon and Mary Jo Markey, John Williams, Matthew Wood and David Acord, Andy Nelson, Christopher Scarabosio and Stuart Wilson, Roger Guyett, Patrick Tubach, Neal Scanlan and Chris Corbould",,,,,,,,,,,,,,,,Nominated,,,,,,,,Nominated,,,,,,Nominated,Nominated,Nominated,,,False,0,23,0.0
Star Wars: The Last Jedi,2018,"John Williams, Matthew Wood and Ren Klyce, David Parker, Michael Semanick, Ren Klyce and Stuart Wilson, Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,Nominated,Nominated,Nominated,,,False,0,22,0.0
Star Wars: The Rise of Skywalker,2020,"John Williams, Matthew Wood and David Acord, Roger Guyett, Neal Scanlan, Patrick Tubach and Dominic Tuohy",,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,Nominated,,Nominated,,,False,0,24,0.0
Steve Jobs,2016,"Michael Fassbender, Kate Winslet",Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Still Alice,2015,Julianne Moore,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
Straight Outta Compton,2016,Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,23,0.0
Stranger at the Gate,2023,Joshua Seftel and Conall Jones,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Strangers No More,2011,Karen Goodman and Kirk Simon,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
Strong Island,2018,Yance Ford and Joslyn Barnes,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Stutterer,2016,Benjamin Cleary and Serena Armitage,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,23,4.35
Suicide Squad,2017,"Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson",,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,True,1,23,4.35
Sully,2017,Alan Robert Murray and Bub Asman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,False,0,23,0.0
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2022,"Ahmir ""Questlove"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein",,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
Sun Come Up,2011,Jennifer Redfearn and Tim Metzger,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Sweden,2018,The Square,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,22,0.0
Tangerines,2015,Estonia,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
Tanna,2017,Australia,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
Tenet,2021,"Production Design: Nathan Crowley; Set Decoration: Kathy Lucas, Andrew Jackson, David Lee, Andrew Lockley and Scott Fisher",,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,Winner,,,True,1,21,4.76
The 100-Year-Old Man Who Climbed out the Window and Disappeared,2016,Love Larson and Eva von Bahr,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,False,0,23,0.0
The ABCs of Book Banning,2024,Sheila Nevins and Trish Adlesic,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Act of Killing,2014,Joshua Oppenheimer and Signe Byrge Sørensen,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Adventures of Tintin,2012,John Williams,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,False,0,22,0.0
The After,2024,Misan Harriman and Nicky Bentham,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,False,0,22,0.0
The Artist,2012,"Jean Dujardin, Bérénice Bejo, Production Design: Laurence Bennett; Set Decoration: Robert Gould, Guillaume Schiffman, Mark Bridges, Michel Hazanavicius, Anne-Sophie Bion and Michel Hazanavicius, Ludovic Bource, Thomas Langmann, Producer, Written by Michel Hazanavicius",Winner,,,Nominated,,,Nominated,Winner,Nominated,Winner,Winner,,,,,Nominated,,,,,,,,Winner,,,,,,,,,,Nominated,True,5,22,22.73
The Baader Meinhof Complex,2009,Germany,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Ballad of Buster Scruggs,2019,"Mary Zophres, Written by Joel Coen & Ethan Coen",,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,23,0.0
The Banshees of Inisherin,2023,"Colin Farrell, Brendan Gleeson, Barry Keoghan, Kerry Condon, Martin McDonagh, Mikkel E.G. Nielsen, Carter Burwell, Graham Broadbent, Pete Czernin and Martin McDonagh, Producers, Written by Martin McDonagh",Nominated,Nominated,,Nominated,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,Nominated,False,0,21,0.0
The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,2012,Robin Fryday and Gail Dolgin,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Barber of Little Rock,2024,John Hoffman and Christine Turner,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Batman,2023,"Naomi Donne, Mike Marino and Mike Fontaine, Stuart Wilson, William Files, Douglas Murray and Andy Nelson, Dan Lemmon, Russell Earl, Anders Langlands and Dominic Tuohy",,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,Nominated,,,Nominated,,,False,0,21,0.0
The Betrayal (Nerakhoon),2009,Ellen Kuras and Thavisouk Phrasavath,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Big Short,2016,"Christian Bale, Adam McKay, Hank Corwin, Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers, Screenplay by Charles Randolph and Adam McKay",,Nominated,,,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,Winner,,True,1,23,4.35
The Big Sick,2018,Written by Emily V. Gordon & Kumail Nanjiani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,22,0.0
The Bigger Picture,2015,Daisy Jacobs and Christopher Hees,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
The Blind Side,2010,"Sandra Bullock, Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",,,Winner,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
The Book Thief,2014,John Williams,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,False,0,23,0.0
The Boss Baby,2018,Tom McGrath and Ramsey Naito,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Boxtrolls,2015,"Anthony Stacchi, Graham Annable and Travis Knight",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Boy and the Heron,2024,Hayao Miyazaki and Toshio Suzuki,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
"The Boy, the Mole, the Fox and the Horse",2023,Charlie Mackesy and Matthew Freud,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,True,1,21,4.76
The Breadwinner,2018,Nora Twomey and Anthony Leo,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Broken Circle Breakdown,2014,Belgium,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Cave,2020,"Feras Fayyad, Kirstine Barfod and Sigrid Dyekjær",,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,24,0.0
The Class,2009,France,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Color Purple,2024,Danielle Brooks,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Confession,2011,Tanel Toom,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
The Conscience of Nhem En,2009,Steven Okazaki,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Cove,2010,Louie Psihoyos and Fisher Stevens,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
The Creator,2024,"Ian Voigt, Erik Aadahl, Ethan Van der Ryn, Tom Ozanich and Dean Zupancic, Jay Cooper, Ian Comley, Andrew Roberts and Neil Corbould",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,Nominated,,,False,0,22,0.0
The Croods,2014,"Chris Sanders, Kirk DeMicco and Kristine Belson",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
The Crush,2011,Michael Creagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
The Curious Case of Benjamin Button,2009,"Brad Pitt, Taraji P. Henson, Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo, Claudio Miranda, Jacqueline West, David Fincher, Kirk Baxter and Angus Wall, Greg Cannom, Alexandre Desplat, The Curious Case of Benjamin Button, David Parker, Michael Semanick, Ren Klyce and Mark Weingarten, Eric Barba, Steve Preeg, Burt Dalton and Craig Barron, Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord",Nominated,,,Nominated,,,Winner,Nominated,Nominated,Nominated,Nominated,,,,,Nominated,,,,,,Winner,,Nominated,,,,,,,Nominated,Winner,Nominated,,True,3,23,13.04
The Dam Keeper,2015,Robert Kondo and Dice Tsutsumi,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
The Danish Girl,2016,"Eddie Redmayne, Alicia Vikander, Paco Delgado, Production Design: Eve Stewart; Set Decoration: Michael Standish",Nominated,,,Winner,,,,,,Nominated,,,,,,,,,,,,,,,,Nominated,,,,,,,,,True,1,23,4.35
The Dark Knight,2009,"Heath Ledger, Art Direction: Nathan Crowley; Set Decoration: Peter Lando, Wally Pfister, Lee Smith, John Caglione, Jr. and Conor O'Sullivan, Richard King, Lora Hirschberg, Gary Rizzo and Ed Novick, Nick Davis, Chris Corbould, Tim Webber and Paul Franklin",,Winner,,,,,Nominated,,Nominated,,,,,,,Nominated,,,,,,Nominated,,,,,,,,Winner,Nominated,Nominated,,,True,2,23,8.7
The Descendants,2012,"George Clooney, Alexander Payne, Kevin Tent, Jim Burke, Alexander Payne and Jim Taylor, Producers, Screenplay by Alexander Payne and Nat Faxon & Jim Rash",Nominated,,,,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,Winner,,True,1,22,4.55
The Disaster Artist,2018,Screenplay by Scott Neustadter & Michael H. Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,22,0.0
The Door,2010,Juanita Wilson and James Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
The Dress,2022,Tadeusz Łysiak and Maciej Ślesicki,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
The Duchess,2009,"Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway, Michael O'Connor",,,,,,,Nominated,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
The Edge of Democracy,2020,"Petra Costa, Joanna Natasegara, Shane Boris and Tiago Pavan",,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,24,0.0
The Elephant Whisperers,2023,Kartiki Gonsalves and Guneet Monga,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,True,1,21,4.76
The Eleven O'Clock,2018,Derin Seale and Josh Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
The Eternal Memory,2024,Maite Alberdi,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
The Eyes of Tammy Faye,2022,"Jessica Chastain, Linda Dowds, Stephanie Ingram and Justin Raleigh",,,Winner,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,,,,,,True,2,22,9.09
